doctor_id,territory_id,month,drug_name,prescriptions,unit_price_inr
D0002,T05,2024-07,SugarBlock,11,541.64
D0002,T05,2024-08,GlucoCare,1,636.9
D0002,T05,2024-08,DiabetoShield,14,433.77
D0002,T05,2024-08,SugarBlock,18,567.81
D0002,T05,2024-09,GlucoCare,3,607.16
D0002,T05,2024-09,DiabetoShield,21,438.35
D0002,T05,2024-09,SugarBlock,17,567.38
D0002,T05,2024-10,GlucoCare,1,614.58
D0002,T05,2024-10,DiabetoShield,1,430.86
D0002,T05,2024-10,SugarBlock,34,550.99
D0002,T05,2024-11,GlucoCare,3,614.85
D0002,T05,2024-11,DiabetoShield,4,420.62
D0002,T05,2024-11,SugarBlock,33,554.11
D0002,T05,2024-12,GlucoCare,1,607.68
D0002,T05,2024-12,DiabetoShield,10,466.31
D0002,T05,2024-12,SugarBlock,32,509.23
D0003,T05,2024-01,GlucoCare,22,607.18
D0003,T05,2024-01,DiabetoShield,18,561.75
D0003,T05,2024-01,SugarBlock,12,704.7
D0003,T05,2024-02,GlucoCare,25,607.49
D0003,T05,2024-02,DiabetoShield,11,572.35
D0003,T05,2024-02,SugarBlock,23,705.77
D0003,T05,2024-03,GlucoCare,24,605.55
D0003,T05,2024-03,DiabetoShield,18,571.81
D0003,T05,2024-03,SugarBlock,22,670.26
D0003,T05,2024-04,GlucoCare,22,624.48
D0003,T05,2024-04,DiabetoShield,18,562.53
D0003,T05,2024-04,SugarBlock,12,708.85
D0003,T05,2024-05,GlucoCare,22,623.6
D0003,T05,2024-05,DiabetoShield,20,558.45
D0003,T05,2024-05,SugarBlock,8,677.2
D0003,T05,2024-06,GlucoCare,7,628.15
D0003,T05,2024-06,DiabetoShield,21,464.01
D0003,T05,2024-06,SugarBlock,18,594.89
D0003,T05,2024-07,GlucoCare,6,616.49
D0003,T05,2024-07,DiabetoShield,19,428.81
D0003,T05,2024-07,SugarBlock,24,541.64
D0003,T05,2024-08,GlucoCare,7,636.9
D0003,T05,2024-08,DiabetoShield,32,433.77
D0003,T05,2024-08,SugarBlock,22,567.81
D0003,T05,2024-09,GlucoCare,9,607.16
D0003,T05,2024-09,DiabetoShield,19,438.35
D0003,T05,2024-09,SugarBlock,19,567.38
D0003,T05,2024-10,GlucoCare,3,614.58
D0003,T05,2024-10,DiabetoShield,30,430.86
D0003,T05,2024-10,SugarBlock,17,550.99
D0003,T05,2024-11,GlucoCare,4,614.85
D0003,T05,2024-11,DiabetoShield,3,420.62
D0003,T05,2024-11,SugarBlock,37,554.11
D0003,T05,2024-12,GlucoCare,9,607.68
D0003,T05,2024-12,DiabetoShield,27,466.31
D0003,T05,2024-12,SugarBlock,18,509.23
D0004,T09,2024-01,GlucoCare,26,607.03
D0004,T09,2024-01,DiabetoShield,0,567.47
D0004,T09,2024-01,SugarBlock,41,683.8
D0004,T09,2024-02,GlucoCare,27,629.02
D0004,T09,2024-02,DiabetoShield,32,576.39
D0004,T09,2024-02,SugarBlock,17,699.29
D0004,T09,2024-03,GlucoCare,44,622.06
D0004,T09,2024-03,DiabetoShield,34,546.15
D0004,T09,2024-03,SugarBlock,18,703.58
D0004,T09,2024-04,GlucoCare,33,627.61
D0004,T09,2024-04,DiabetoShield,11,551.04
D0004,T09,2024-04,SugarBlock,48,704.36
D0004,T09,2024-05,GlucoCare,25,631.99
D0004,T09,2024-05,DiabetoShield,24,571.61
D0004,T09,2024-05,SugarBlock,28,685.58
D0004,T09,2024-06,GlucoCare,20,628.81
D0004,T09,2024-06,DiabetoShield,34,563.39
D0004,T09,2024-06,SugarBlock,15,680.47
D0004,T09,2024-07,GlucoCare,33,609.21
D0004,T09,2024-07,DiabetoShield,14,552.52
D0004,T09,2024-07,SugarBlock,34,669.51
D0004,T09,2024-08,GlucoCare,27,604.11
D0004,T09,2024-08,DiabetoShield,31,566.89
D0004,T09,2024-08,SugarBlock,9,707.51
D0004,T09,2024-09,GlucoCare,32,634.85
D0004,T09,2024-09,DiabetoShield,37,571.68
D0004,T09,2024-09,SugarBlock,12,682.64
D0004,T09,2024-10,GlucoCare,30,610.04
D0004,T09,2024-10,DiabetoShield,37,556.93
D0004,T09,2024-10,SugarBlock,12,697.21
D0004,T09,2024-11,GlucoCare,23,634.89
D0004,T09,2024-11,DiabetoShield,24,558.77
D0004,T09,2024-11,SugarBlock,25,706.34
D0004,T09,2024-12,GlucoCare,25,633.56
D0004,T09,2024-12,DiabetoShield,12,556.63
D0004,T09,2024-12,SugarBlock,30,674.56
D0005,T07,2024-01,GlucoCare,19,613.28
D0005,T07,2024-01,DiabetoShield,20,543.71
D0005,T07,2024-01,SugarBlock,12,677.97
D0005,T07,2024-02,GlucoCare,26,612.1
D0005,T07,2024-02,DiabetoShield,15,573.04
D0005,T07,2024-02,SugarBlock,17,707.05
D0005,T07,2024-03,GlucoCare,23,610.51
D0005,T07,2024-03,DiabetoShield,27,551.66
D0005,T07,2024-03,SugarBlock,6,687.12
D0005,T07,2024-04,GlucoCare,21,611.2
D0005,T07,2024-04,DiabetoShield,1,570.85
D0005,T07,2024-04,SugarBlock,33,698.24
D0005,T07,2024-05,GlucoCare,14,636.2
D0005,T07,2024-05,DiabetoShield,21,557.23
D0005,T07,2024-05,SugarBlock,2,710.52
D0005,T07,2024-06,GlucoCare,18,616.5
D0005,T07,2024-06,DiabetoShield,11,551.15
D0005,T07,2024-06,SugarBlock,17,703.48
D0005,T07,2024-07,GlucoCare,13,626.91
D0005,T07,2024-07,DiabetoShield,8,558.06
D0005,T07,2024-07,SugarBlock,15,695.42
D0005,T07,2024-08,GlucoCare,14,603.04
D0005,T07,2024-08,DiabetoShield,2,561.75
D0005,T07,2024-08,SugarBlock,25,670.02
D0005,T07,2024-09,GlucoCare,22,620.92
D0005,T07,2024-09,DiabetoShield,22,571.9
D0005,T07,2024-09,SugarBlock,4,672.66
D0005,T07,2024-10,GlucoCare,22,612.68
D0005,T07,2024-10,DiabetoShield,26,554.25
D0005,T07,2024-10,SugarBlock,2,673.03
D0005,T07,2024-11,GlucoCare,22,621.64
D0005,T07,2024-11,DiabetoShield,1,570.54
D0005,T07,2024-11,SugarBlock,34,694.51
D0005,T07,2024-12,GlucoCare,19,605.15
D0005,T07,2024-12,DiabetoShield,26,551.02
D0005,T07,2024-12,SugarBlock,2,688.97
D0006,T02,2024-01,GlucoCare,36,638.1
D0006,T02,2024-01,DiabetoShield,17,575.44
D0006,T02,2024-01,SugarBlock,31,707.18
D0006,T02,2024-02,GlucoCare,21,634.21
D0006,T02,2024-02,DiabetoShield,10,545.53
D0006,T02,2024-02,SugarBlock,27,706.91
D0006,T02,2024-03,GlucoCare,22,610.52
D0006,T02,2024-03,DiabetoShield,40,571.37
D0006,T02,2024-03,SugarBlock,10,700.1
D0006,T02,2024-04,GlucoCare,36,632.36
D0006,T02,2024-04,DiabetoShield,45,559.53
D0006,T02,2024-04,SugarBlock,7,686.89
D0006,T02,2024-05,GlucoCare,28,623.69
D0006,T02,2024-05,DiabetoShield,29,572.17
D0006,T02,2024-05,SugarBlock,18,696.11
D0006,T02,2024-06,GlucoCare,23,619.23
D0006,T02,2024-06,DiabetoShield,25,549.45
D0006,T02,2024-06,SugarBlock,9,691.97
D0006,T02,2024-07,GlucoCare,35,638.08
D0006,T02,2024-07,DiabetoShield,18,551.25
D0006,T02,2024-07,SugarBlock,26,701.28
D0006,T02,2024-08,GlucoCare,32,631.24
D0006,T02,2024-08,DiabetoShield,34,575.36
D0006,T02,2024-08,SugarBlock,6,702.69
D0006,T02,2024-09,GlucoCare,34,624.81
D0006,T02,2024-09,DiabetoShield,11,559.86
D0006,T02,2024-09,SugarBlock,30,687.28
D0006,T02,2024-10,GlucoCare,40,624.56
D0006,T02,2024-10,DiabetoShield,32,550.84
D0006,T02,2024-10,SugarBlock,11,682.91
D0006,T02,2024-11,GlucoCare,24,634.01
D0006,T02,2024-11,DiabetoShield,19,546.12
D0006,T02,2024-11,SugarBlock,20,707.67
D0006,T02,2024-12,GlucoCare,24,628.23
D0006,T02,2024-12,DiabetoShield,0,544.17
D0006,T02,2024-12,SugarBlock,42,689.81
D0007,T07,2024-01,GlucoCare,6,613.28
D0007,T07,2024-01,DiabetoShield,1,543.71
D0007,T07,2024-01,SugarBlock,11,677.97
D0007,T07,2024-02,GlucoCare,5,612.1
D0007,T07,2024-02,DiabetoShield,2,573.04
D0007,T07,2024-02,SugarBlock,11,707.05
D0007,T07,2024-03,GlucoCare,8,610.51
D0007,T07,2024-03,DiabetoShield,14,551.66
D0007,T07,2024-03,SugarBlock,1,687.12
D0007,T07,2024-04,GlucoCare,7,611.2
D0007,T07,2024-04,DiabetoShield,10,570.85
D0007,T07,2024-04,SugarBlock,5,698.24
D0007,T07,2024-05,GlucoCare,8,636.2
D0007,T07,2024-05,DiabetoShield,7,557.23
D0007,T07,2024-05,SugarBlock,6,710.52
D0007,T07,2024-06,GlucoCare,5,616.5
D0007,T07,2024-06,DiabetoShield,3,551.15
D0007,T07,2024-06,SugarBlock,12,703.48
D0007,T07,2024-07,GlucoCare,7,626.91
D0007,T07,2024-07,DiabetoShield,3,558.06
D0007,T07,2024-07,SugarBlock,10,695.42
D0007,T07,2024-08,GlucoCare,5,603.04
D0007,T07,2024-08,DiabetoShield,5,561.75
D0007,T07,2024-08,SugarBlock,9,670.02
D0007,T07,2024-09,GlucoCare,6,620.92
D0007,T07,2024-09,DiabetoShield,13,571.9
D0007,T07,2024-09,SugarBlock,1,672.66
D0007,T07,2024-10,GlucoCare,7,612.68
D0007,T07,2024-10,DiabetoShield,11,554.25
D0007,T07,2024-10,SugarBlock,1,673.03
D0007,T07,2024-11,GlucoCare,5,621.64
D0007,T07,2024-11,DiabetoShield,4,570.54
D0007,T07,2024-11,SugarBlock,10,694.51
D0007,T07,2024-12,GlucoCare,6,605.15
D0007,T07,2024-12,DiabetoShield,5,551.02
D0007,T07,2024-12,SugarBlock,6,688.97
D0008,T10,2024-01,GlucoCare,14,625.16
D0008,T10,2024-01,DiabetoShield,19,556.67
D0008,T10,2024-01,SugarBlock,19,706.76
D0008,T10,2024-02,GlucoCare,10,620.02
D0008,T10,2024-02,DiabetoShield,20,561.81
D0008,T10,2024-02,SugarBlock,12,694.63
D0008,T10,2024-03,GlucoCare,14,613.18
D0008,T10,2024-03,DiabetoShield,21,550.51
D0008,T10,2024-03,SugarBlock,16,692.26
D0008,T10,2024-04,GlucoCare,13,605.08
D0008,T10,2024-04,DiabetoShield,17,563.35
D0008,T10,2024-04,SugarBlock,17,692.18
D0008,T10,2024-05,GlucoCare,13,635.95
D0008,T10,2024-05,DiabetoShield,32,544.47
D0008,T10,2024-05,SugarBlock,11,679.63
D0008,T10,2024-06,GlucoCare,18,610.47
D0008,T10,2024-06,DiabetoShield,6,574.24
D0008,T10,2024-06,SugarBlock,27,689.61
D0008,T10,2024-07,GlucoCare,17,637.08
D0008,T10,2024-07,DiabetoShield,14,560.97
D0008,T10,2024-07,SugarBlock,14,678.12
D0008,T10,2024-08,GlucoCare,8,603.83
D0008,T10,2024-08,DiabetoShield,29,564.59
D0008,T10,2024-08,SugarBlock,2,707.67
D0008,T10,2024-09,GlucoCare,9,618.77
D0008,T10,2024-09,DiabetoShield,10,574.82
D0008,T10,2024-09,SugarBlock,20,686.21
D0008,T10,2024-10,GlucoCare,18,601.68
D0008,T10,2024-10,DiabetoShield,5,573.58
D0008,T10,2024-10,SugarBlock,36,687.63
D0008,T10,2024-11,GlucoCare,15,614.55
D0008,T10,2024-11,DiabetoShield,17,576.61
D0008,T10,2024-11,SugarBlock,13,687.55
D0008,T10,2024-12,GlucoCare,15,607.8
D0008,T10,2024-12,DiabetoShield,13,555.29
D0008,T10,2024-12,SugarBlock,20,692.56
D0009,T03,2024-01,GlucoCare,13,618.03
D0009,T03,2024-01,DiabetoShield,3,564.57
D0009,T03,2024-01,SugarBlock,27,686.67
D0009,T03,2024-02,GlucoCare,20,637.81
D0009,T03,2024-02,DiabetoShield,1,558.6
D0009,T03,2024-02,SugarBlock,26,670.51
D0009,T03,2024-03,GlucoCare,17,612.18
D0009,T03,2024-03,DiabetoShield,3,552.19
D0009,T03,2024-03,SugarBlock,28,673.73
D0009,T03,2024-04,GlucoCare,25,603.73
D0009,T03,2024-04,DiabetoShield,22,571.56
D0009,T03,2024-04,SugarBlock,18,671.69
D0009,T03,2024-05,GlucoCare,18,604.54
D0009,T03,2024-05,DiabetoShield,8,545.82
D0009,T03,2024-05,SugarBlock,23,696.02
D0009,T03,2024-06,GlucoCare,20,618.48
D0009,T03,2024-06,DiabetoShield,21,556.75
D0009,T03,2024-06,SugarBlock,17,701.21
D0009,T03,2024-07,GlucoCare,15,619.15
D0009,T03,2024-07,DiabetoShield,19,557.5
D0009,T03,2024-07,SugarBlock,3,698.91
D0009,T03,2024-08,GlucoCare,19,613.87
D0009,T03,2024-08,DiabetoShield,25,551.6
D0009,T03,2024-08,SugarBlock,5,705.1
D0009,T03,2024-09,GlucoCare,15,602.28
D0009,T03,2024-09,DiabetoShield,5,564.56
D0009,T03,2024-09,SugarBlock,23,671.21
D0009,T03,2024-10,GlucoCare,17,605.99
D0009,T03,2024-10,DiabetoShield,20,550.99
D0009,T03,2024-10,SugarBlock,15,679.33
D0009,T03,2024-11,GlucoCare,20,623.43
D0009,T03,2024-11,DiabetoShield,16,563.63
D0009,T03,2024-11,SugarBlock,11,708.2
D0009,T03,2024-12,GlucoCare,18,630.46
D0009,T03,2024-12,DiabetoShield,13,543.98
D0009,T03,2024-12,SugarBlock,19,686.2
D0010,T09,2024-01,GlucoCare,16,607.03
D0010,T09,2024-01,DiabetoShield,14,567.47
D0010,T09,2024-01,SugarBlock,12,683.8
D0010,T09,2024-02,GlucoCare,16,629.02
D0010,T09,2024-02,DiabetoShield,9,576.39
D0010,T09,2024-02,SugarBlock,14,699.29
D0010,T09,2024-03,GlucoCare,17,622.06
D0010,T09,2024-03,DiabetoShield,20,546.15
D0010,T09,2024-03,SugarBlock,4,703.58
D0010,T09,2024-04,GlucoCare,17,627.61
D0010,T09,2024-04,DiabetoShield,19,551.04
D0010,T09,2024-04,SugarBlock,8,704.36
D0010,T09,2024-05,GlucoCare,19,631.99
D0010,T09,2024-05,DiabetoShield,24,571.61
D0010,T09,2024-05,SugarBlock,1,685.58
D0010,T09,2024-06,GlucoCare,9,628.81
D0010,T09,2024-06,DiabetoShield,2,563.39
D0010,T09,2024-06,SugarBlock,23,680.47
D0010,T09,2024-07,GlucoCare,19,609.21
D0010,T09,2024-07,DiabetoShield,5,552.52
D0010,T09,2024-07,SugarBlock,21,669.51
D0010,T09,2024-08,GlucoCare,19,604.11
D0010,T09,2024-08,DiabetoShield,3,566.89
D0010,T09,2024-08,SugarBlock,24,707.51
D0010,T09,2024-09,GlucoCare,17,634.85
D0010,T09,2024-09,DiabetoShield,9,571.68
D0010,T09,2024-09,SugarBlock,15,682.64
D0010,T09,2024-10,GlucoCare,23,610.04
D0010,T09,2024-10,DiabetoShield,17,556.93
D0010,T09,2024-10,SugarBlock,4,697.21
D0010,T09,2024-11,GlucoCare,20,634.89
D0010,T09,2024-11,DiabetoShield,17,558.77
D0010,T09,2024-11,SugarBlock,10,706.34
D0010,T09,2024-12,GlucoCare,13,633.56
D0010,T09,2024-12,DiabetoShield,9,556.63
D0010,T09,2024-12,SugarBlock,14,674.56
D0011,T06,2024-01,GlucoCare,13,611.27
D0011,T06,2024-01,DiabetoShield,5,554.84
D0011,T06,2024-01,SugarBlock,20,690.22
D0011,T06,2024-02,GlucoCare,19,607.59
D0011,T06,2024-02,DiabetoShield,18,574.29
D0011,T06,2024-02,SugarBlock,5,675.89
D0011,T06,2024-03,GlucoCare,21,634.59
D0011,T06,2024-03,DiabetoShield,8,552.55
D0011,T06,2024-03,SugarBlock,14,693.38
D0011,T06,2024-04,GlucoCare,18,617.98
D0011,T06,2024-04,DiabetoShield,9,549.04
D0011,T06,2024-04,SugarBlock,15,674.05
D0011,T06,2024-05,GlucoCare,17,617.89
D0011,T06,2024-05,DiabetoShield,6,557.73
D0011,T06,2024-05,SugarBlock,15,670.85
D0011,T06,2024-06,GlucoCare,18,614.8
D0011,T06,2024-06,DiabetoShield,9,544.12
D0011,T06,2024-06,SugarBlock,14,671.82
D0011,T06,2024-07,GlucoCare,17,628.77
D0011,T06,2024-07,DiabetoShield,12,573.7
D0011,T06,2024-07,SugarBlock,10,677.41
D0011,T06,2024-08,GlucoCare,17,618.13
D0011,T06,2024-08,DiabetoShield,2,573.99
D0011,T06,2024-08,SugarBlock,19,682.39
D0011,T06,2024-09,GlucoCare,21,607.77
D0011,T06,2024-09,DiabetoShield,14,566.77
D0011,T06,2024-09,SugarBlock,11,679.38
D0011,T06,2024-10,GlucoCare,21,619.7
D0011,T06,2024-10,DiabetoShield,19,553.39
D0011,T06,2024-10,SugarBlock,0,685.51
D0011,T06,2024-11,GlucoCare,20,609.09
D0011,T06,2024-11,DiabetoShield,20,543.78
D0011,T06,2024-11,SugarBlock,4,685.03
D0011,T06,2024-12,GlucoCare,16,633.8
D0011,T06,2024-12,DiabetoShield,12,566.06
D0011,T06,2024-12,SugarBlock,8,705.71
D0012,T07,2024-01,GlucoCare,4,613.28
D0012,T07,2024-01,DiabetoShield,5,543.71
D0012,T07,2024-01,SugarBlock,5,677.97
D0012,T07,2024-02,GlucoCare,5,612.1
D0012,T07,2024-02,DiabetoShield,6,573.04
D0012,T07,2024-02,SugarBlock,3,707.05
D0012,T07,2024-03,GlucoCare,6,610.51
D0012,T07,2024-03,DiabetoShield,2,551.66
D0012,T07,2024-03,SugarBlock,8,687.12
D0012,T07,2024-04,GlucoCare,6,611.2
D0012,T07,2024-04,DiabetoShield,10,570.85
D0012,T07,2024-04,SugarBlock,0,698.24
D0012,T07,2024-05,GlucoCare,7,636.2
D0012,T07,2024-05,DiabetoShield,5,557.23
D0012,T07,2024-05,SugarBlock,5,710.52
D0012,T07,2024-06,GlucoCare,6,616.5
D0012,T07,2024-06,DiabetoShield,6,551.15
D0012,T07,2024-06,SugarBlock,2,703.48
D0012,T07,2024-07,GlucoCare,7,626.91
D0012,T07,2024-07,DiabetoShield,6,558.06
D0012,T07,2024-07,SugarBlock,4,695.42
D0012,T07,2024-08,GlucoCare,7,603.04
D0012,T07,2024-08,DiabetoShield,7,561.75
D0012,T07,2024-08,SugarBlock,2,670.02
D0012,T07,2024-09,GlucoCare,9,620.92
D0012,T07,2024-09,DiabetoShield,0,571.9
D0012,T07,2024-09,SugarBlock,10,672.66
D0012,T07,2024-10,GlucoCare,7,612.68
D0012,T07,2024-10,DiabetoShield,8,554.25
D0012,T07,2024-10,SugarBlock,1,673.03
D0012,T07,2024-11,GlucoCare,6,621.64
D0012,T07,2024-11,DiabetoShield,5,570.54
D0012,T07,2024-11,SugarBlock,5,694.51
D0012,T07,2024-12,GlucoCare,7,605.15
D0012,T07,2024-12,DiabetoShield,6,551.02
D0012,T07,2024-12,SugarBlock,3,688.97
D0013,T04,2024-01,GlucoCare,8,629.41
D0013,T04,2024-01,DiabetoShield,15,576.26
D0013,T04,2024-01,SugarBlock,3,687.25
D0013,T04,2024-02,GlucoCare,9,603.63
D0013,T04,2024-02,DiabetoShield,7,547.56
D0013,T04,2024-02,SugarBlock,12,700.46
D0013,T04,2024-03,GlucoCare,4,630.21
D0013,T04,2024-03,DiabetoShield,3,562.2
D0013,T04,2024-03,SugarBlock,14,696.25
D0013,T04,2024-04,GlucoCare,8,631.44
D0013,T04,2024-04,DiabetoShield,12,560.95
D0013,T04,2024-04,SugarBlock,8,680.33
D0013,T04,2024-05,GlucoCare,7,625.0
D0013,T04,2024-05,DiabetoShield,7,547.02
D0013,T04,2024-05,SugarBlock,12,698.83
D0013,T04,2024-06,GlucoCare,1,616.83
D0013,T04,2024-06,DiabetoShield,10,446.67
D0013,T04,2024-06,SugarBlock,14,562.6
D0013,T04,2024-07,GlucoCare,2,634.68
D0013,T04,2024-07,DiabetoShield,17,486.11
D0013,T04,2024-07,SugarBlock,6,582.06
D0013,T04,2024-08,GlucoCare,2,610.9
D0013,T04,2024-08,DiabetoShield,18,468.93
D0013,T04,2024-08,SugarBlock,2,538.59
D0013,T04,2024-09,GlucoCare,0,617.06
D0013,T04,2024-09,DiabetoShield,12,458.4
D0013,T04,2024-09,SugarBlock,8,547.24
D0013,T04,2024-10,GlucoCare,0,629.25
D0013,T04,2024-10,DiabetoShield,13,473.5
D0013,T04,2024-10,SugarBlock,10,517.62
D0013,T04,2024-11,GlucoCare,3,635.66
D0013,T04,2024-11,DiabetoShield,1,441.71
D0013,T04,2024-11,SugarBlock,25,572.72
D0013,T04,2024-12,GlucoCare,3,610.98
D0013,T04,2024-12,DiabetoShield,6,452.74
D0013,T04,2024-12,SugarBlock,15,588.28
D0014,T01,2024-01,GlucoCare,13,609.43
D0014,T01,2024-01,DiabetoShield,3,543.32
D0014,T01,2024-01,SugarBlock,18,707.52
D0014,T01,2024-02,GlucoCare,11,626.11
D0014,T01,2024-02,DiabetoShield,13,548.16
D0014,T01,2024-02,SugarBlock,9,676.94
D0014,T01,2024-03,GlucoCare,19,612.0
D0014,T01,2024-03,DiabetoShield,8,549.67
D0014,T01,2024-03,SugarBlock,15,702.79
D0014,T01,2024-04,GlucoCare,16,637.86
D0014,T01,2024-04,DiabetoShield,1,557.53
D0014,T01,2024-04,SugarBlock,20,679.34
D0014,T01,2024-05,GlucoCare,11,612.19
D0014,T01,2024-05,DiabetoShield,9,574.04
D0014,T01,2024-05,SugarBlock,8,697.01
D0014,T01,2024-06,GlucoCare,16,635.52
D0014,T01,2024-06,DiabetoShield,1,568.66
D0014,T01,2024-06,SugarBlock,18,680.21
D0014,T01,2024-07,GlucoCare,12,609.94
D0014,T01,2024-07,DiabetoShield,0,569.85
D0014,T01,2024-07,SugarBlock,20,706.3
D0014,T01,2024-08,GlucoCare,14,604.89
D0014,T01,2024-08,DiabetoShield,16,552.0
D0014,T01,2024-08,SugarBlock,4,682.64
D0014,T01,2024-09,GlucoCare,13,627.39
D0014,T01,2024-09,DiabetoShield,7,550.7
D0014,T01,2024-09,SugarBlock,11,689.19
D0014,T01,2024-10,GlucoCare,14,620.06
D0014,T01,2024-10,DiabetoShield,16,572.64
D0014,T01,2024-10,SugarBlock,5,670.43
D0014,T01,2024-11,GlucoCare,11,619.86
D0014,T01,2024-11,DiabetoShield,15,560.15
D0014,T01,2024-11,SugarBlock,5,685.43
D0014,T01,2024-12,GlucoCare,15,604.65
D0014,T01,2024-12,DiabetoShield,16,556.69
D0014,T01,2024-12,SugarBlock,9,699.1
D0015,T01,2024-01,GlucoCare,12,609.43
D0015,T01,2024-01,DiabetoShield,9,543.32
D0015,T01,2024-01,SugarBlock,17,707.52
D0015,T01,2024-02,GlucoCare,12,626.11
D0015,T01,2024-02,DiabetoShield,20,548.16
D0015,T01,2024-02,SugarBlock,5,676.94
D0015,T01,2024-03,GlucoCare,16,612.0
D0015,T01,2024-03,DiabetoShield,9,549.67
D0015,T01,2024-03,SugarBlock,16,702.79
D0015,T01,2024-04,GlucoCare,12,637.86
D0015,T01,2024-04,DiabetoShield,16,557.53
D0015,T01,2024-04,SugarBlock,8,679.34
D0015,T01,2024-05,GlucoCare,11,612.19
D0015,T01,2024-05,DiabetoShield,1,574.04
D0015,T01,2024-05,SugarBlock,19,697.01
D0015,T01,2024-06,GlucoCare,13,635.52
D0015,T01,2024-06,DiabetoShield,19,568.66
D0015,T01,2024-06,SugarBlock,6,680.21
D0015,T01,2024-07,GlucoCare,12,609.94
D0015,T01,2024-07,DiabetoShield,1,569.85
D0015,T01,2024-07,SugarBlock,21,706.3
D0015,T01,2024-08,GlucoCare,13,604.89
D0015,T01,2024-08,DiabetoShield,1,552.0
D0015,T01,2024-08,SugarBlock,25,682.64
D0015,T01,2024-09,GlucoCare,17,627.39
D0015,T01,2024-09,DiabetoShield,5,550.7
D0015,T01,2024-09,SugarBlock,22,689.19
D0015,T01,2024-10,GlucoCare,12,620.06
D0015,T01,2024-10,DiabetoShield,14,572.64
D0015,T01,2024-10,SugarBlock,9,670.43
D0015,T01,2024-11,GlucoCare,11,619.86
D0015,T01,2024-11,DiabetoShield,18,560.15
D0015,T01,2024-11,SugarBlock,3,685.43
D0015,T01,2024-12,GlucoCare,12,604.65
D0015,T01,2024-12,DiabetoShield,13,556.69
D0015,T01,2024-12,SugarBlock,10,699.1
D0016,T07,2024-01,GlucoCare,7,613.28
D0016,T07,2024-01,DiabetoShield,2,543.71
D0016,T07,2024-01,SugarBlock,14,677.97
D0016,T07,2024-02,GlucoCare,11,612.1
D0016,T07,2024-02,DiabetoShield,16,573.04
D0016,T07,2024-02,SugarBlock,1,707.05
D0016,T07,2024-03,GlucoCare,10,610.51
D0016,T07,2024-03,DiabetoShield,10,551.66
D0016,T07,2024-03,SugarBlock,11,687.12
D0016,T07,2024-04,GlucoCare,9,611.2
